Date,ProductID,WarehouseID,UnitsSold,Revenue
6/23/2025,P012,W02,14,41538
11/15/2025,P052,W08,6,35976
1/10/2025,P012,W06,17,50235
4/11/2025,P009,W08,16,51728
6/1/2025,P016,W08,4,11616
4/18/2025,P036,W07,8,50408
12/20/2025,P058,W01,18,61164
6/23/2025,P063,W04,8,38056
4/22/2025,P046,W05,13,43628
2/15/2025,P072,W10,10,47330
4/14/2025,P061,W07,19,30362
7/28/2025,P021,W08,18,11304
5/16/2025,P058,W10,5,7895
2/17/2025,P066,W09,20,118920
9/14/2025,P069,W09,16,52816
8/31/2025,P063,W07,4,1992
12/29/2025,P034,W07,14,79212
10/1/2025,P006,W05,18,40032
1/5/2025,P069,W01,9,29808
9/17/2025,P098,W05,2,6574
2/15/2025,P008,W07,13,90727
5/30/2025,P009,W03,4,7560
9/4/2025,P032,W10,18,62406
9/1/2025,P029,W08,4,9568
11/14/2025,P091,W10,8,24176
7/30/2025,P031,W01,20,30360
7/1/2025,P062,W09,4,22012
6/20/2025,P085,W01,20,134760
12/8/2025,P077,W04,14,30968
5/25/2025,P026,W03,5,30660
7/1/2025,P084,W09,16,54912
1/2/2025,P041,W02,3,14148
11/18/2025,P023,W06,19,20330
9/10/2025,P051,W02,10,69920
2/9/2025,P059,W03,19,48184
9/25/2025,P064,W10,11,45166
4/9/2025,P047,W10,3,7230
5/31/2025,P064,W01,14,86856
2/6/2025,P095,W02,11,64614
12/10/2025,P034,W05,14,95466
1/11/2025,P038,W03,11,59631
6/21/2025,P043,W01,14,30996
2/14/2025,P075,W03,10,31550
11/24/2025,P019,W10,10,37340
10/14/2025,P034,W03,6,27048
1/28/2025,P074,W01,7,7399
8/3/2025,P049,W03,3,2004
9/14/2025,P065,W04,15,8550
12/18/2025,P075,W05,19,16416
3/6/2025,P066,W01,18,49788
9/28/2025,P043,W05,7,20930
8/12/2025,P009,W03,10,11200
7/13/2025,P099,W02,1,6019
6/27/2025,P043,W03,8,45656
6/9/2025,P058,W02,10,49110
1/10/2025,P006,W04,18,100494
10/14/2025,P082,W10,12,10332
7/1/2025,P016,W07,7,40397
1/17/2025,P013,W06,18,52038
4/14/2025,P014,W08,9,28476
4/17/2025,P071,W01,16,19312
1/23/2025,P031,W01,12,54396
12/21/2025,P034,W05,16,14320
10/28/2025,P063,W07,15,3165
1/3/2025,P004,W03,11,70818
1/17/2025,P003,W02,15,26955
12/25/2025,P008,W09,9,40563
2/5/2025,P095,W08,16,109568
3/7/2025,P003,W07,5,31000
7/25/2025,P084,W04,13,22191
5/16/2025,P012,W01,17,71332
8/2/2025,P089,W06,7,17556
2/18/2025,P006,W05,12,71100
9/21/2025,P047,W03,16,10112
6/29/2025,P065,W07,8,55168
9/25/2025,P049,W07,15,89595
7/7/2025,P078,W08,20,65160
9/1/2025,P096,W10,20,86900
9/6/2025,P059,W08,14,82250
2/4/2025,P038,W06,12,40680
6/25/2025,P068,W10,15,95580
5/27/2025,P082,W09,14,7210
3/31/2025,P008,W08,1,6514
12/10/2025,P069,W06,4,12308
3/16/2025,P066,W05,15,90360
5/2/2025,P089,W06,18,122742
10/5/2025,P083,W03,4,13152
1/30/2025,P028,W10,19,33706
8/11/2025,P084,W10,2,540
3/4/2025,P006,W03,8,38376
6/27/2025,P041,W10,3,3456
8/28/2025,P098,W09,15,74880
1/26/2025,P051,W05,15,21570
1/22/2025,P040,W05,16,11840
12/27/2025,P042,W03,14,82824
12/9/2025,P017,W10,17,95812
5/31/2025,P080,W07,2,8736
9/15/2025,P007,W09,15,33915
8/10/2025,P017,W05,9,56628
2/16/2025,P087,W02,3,13026
4/11/2025,P013,W10,20,137900
6/21/2025,P016,W09,10,47150
5/21/2025,P091,W08,17,99178
5/12/2025,P059,W03,4,5956
9/18/2025,P064,W08,2,4022
12/16/2025,P051,W03,5,15270
9/28/2025,P093,W04,6,21810
8/29/2025,P035,W01,20,107940
1/26/2025,P066,W01,17,54757
2/15/2025,P021,W10,10,25090
12/7/2025,P066,W02,9,31905
3/31/2025,P040,W10,17,92140
8/16/2025,P094,W09,19,71212
3/10/2025,P081,W06,19,106457
9/16/2025,P069,W05,1,2893
4/26/2025,P011,W02,10,48790
6/29/2025,P091,W10,3,5184
11/11/2025,P003,W05,15,84315
6/10/2025,P039,W07,9,53064
3/17/2025,P049,W03,13,68250
6/22/2025,P026,W04,2,3648
4/6/2025,P037,W01,16,76336
8/28/2025,P045,W04,4,19216
3/18/2025,P003,W10,4,27204
4/20/2025,P058,W10,13,13429
10/15/2025,P074,W08,10,58060
2/19/2025,P057,W06,11,74932
3/14/2025,P010,W01,17,9707
9/11/2025,P083,W10,4,3816
6/25/2025,P048,W10,10,30680
6/23/2025,P057,W10,6,15024
6/21/2025,P081,W05,17,94197
12/1/2025,P002,W08,19,74670
9/28/2025,P064,W10,10,59950
2/18/2025,P039,W02,19,58710
4/10/2025,P015,W04,2,9260
5/13/2025,P036,W01,2,9334
1/4/2025,P036,W02,5,1580
12/16/2025,P069,W10,14,21070
7/15/2025,P046,W03,16,100352
11/14/2025,P089,W05,18,98136
3/4/2025,P069,W09,20,23660
7/19/2025,P087,W10,1,3725
11/25/2025,P082,W05,20,94200
12/10/2025,P079,W10,14,95844
7/25/2025,P051,W07,20,84460
10/17/2025,P025,W06,16,46352
4/20/2025,P083,W10,13,40521
6/15/2025,P075,W02,6,22236
9/18/2025,P025,W10,10,17950
3/24/2025,P054,W04,5,22105
10/23/2025,P005,W04,16,64208
11/18/2025,P041,W10,13,48919
8/2/2025,P067,W03,1,2400
7/9/2025,P040,W03,20,71400
10/10/2025,P081,W02,17,48586
9/2/2025,P050,W03,5,14695
5/27/2025,P038,W01,8,7136
5/10/2025,P035,W03,2,2422
11/14/2025,P056,W05,14,22540
12/23/2025,P018,W07,6,26028
7/28/2025,P086,W02,10,27500
12/5/2025,P084,W07,6,19752
11/23/2025,P075,W04,14,49672
3/25/2025,P054,W02,19,70452
9/16/2025,P060,W01,3,1956
10/26/2025,P033,W07,9,54918
11/5/2025,P067,W04,11,22440
6/4/2025,P091,W06,8,32992
6/16/2025,P014,W08,7,3570
12/31/2025,P014,W03,12,27468
8/27/2025,P043,W09,20,31380
4/3/2025,P035,W05,7,24738
1/2/2025,P099,W09,5,17595
1/1/2025,P070,W04,4,27952
9/2/2025,P008,W08,16,89760
9/15/2025,P081,W03,1,3483
3/13/2025,P060,W04,4,20532
9/26/2025,P040,W05,9,53010
5/1/2025,P083,W07,14,64274
5/20/2025,P048,W01,5,26710
11/18/2025,P055,W08,4,3308
11/17/2025,P092,W06,6,10008
5/20/2025,P047,W07,14,93408
12/25/2025,P014,W08,17,40256
6/12/2025,P001,W02,10,64890
1/20/2025,P008,W04,12,24084
8/11/2025,P015,W02,6,6426
8/8/2025,P088,W04,3,11568
1/4/2025,P060,W05,4,4864
5/6/2025,P055,W06,3,798
6/5/2025,P009,W07,9,35145
4/2/2025,P057,W10,20,96640
7/25/2025,P066,W01,15,8115
12/31/2025,P010,W04,14,42378
10/31/2025,P001,W05,4,25932
5/25/2025,P071,W06,2,1872
4/8/2025,P075,W10,11,62788
1/25/2025,P100,W07,17,71298
1/5/2025,P079,W07,18,88668
8/17/2025,P009,W10,13,26975
10/10/2025,P017,W07,1,2204
3/29/2025,P004,W03,15,93945
6/15/2025,P090,W10,19,81643
10/23/2025,P095,W09,15,51375
7/27/2025,P009,W01,2,6616
7/6/2025,P018,W02,9,2898
4/22/2025,P053,W08,2,7772
4/7/2025,P082,W06,5,3855
2/26/2025,P074,W02,4,692
4/17/2025,P075,W05,16,52464
12/31/2025,P075,W03,17,111571
4/12/2025,P025,W06,15,14655
3/31/2025,P008,W02,2,9624
12/24/2025,P032,W06,7,34776
2/22/2025,P077,W07,3,11148
5/28/2025,P094,W02,10,51020
12/5/2025,P027,W09,3,14898
5/10/2025,P016,W06,6,40422
8/4/2025,P084,W01,15,15840
8/22/2025,P041,W02,20,10980
4/14/2025,P049,W02,15,11430
10/18/2025,P027,W05,11,62843
12/7/2025,P044,W06,14,26222
12/20/2025,P092,W04,19,44422
2/24/2025,P008,W06,1,5874
4/12/2025,P005,W05,10,41790
1/10/2025,P081,W09,9,39303
4/17/2025,P040,W09,9,59400
5/13/2025,P079,W06,13,28028
7/8/2025,P076,W02,3,4335
4/13/2025,P019,W01,13,26897
1/5/2025,P042,W04,18,62784
11/29/2025,P044,W10,18,86670
4/5/2025,P083,W01,7,28539
6/11/2025,P026,W02,12,64932
3/17/2025,P015,W03,5,33885
9/11/2025,P025,W09,11,4741
8/27/2025,P039,W02,16,15472
6/1/2025,P046,W04,19,80845
3/8/2025,P010,W02,19,8360
5/12/2025,P064,W10,2,10558
7/29/2025,P058,W02,10,66560
8/12/2025,P052,W07,19,115349
10/3/2025,P075,W06,20,15600
3/20/2025,P100,W05,4,21648
2/12/2025,P088,W07,14,33684
6/18/2025,P032,W03,19,85880
2/12/2025,P093,W06,10,9170
2/5/2025,P095,W09,3,1956
12/29/2025,P007,W04,7,16849
12/25/2025,P056,W04,19,43035
9/4/2025,P041,W04,19,72238
11/20/2025,P061,W08,4,21712
8/12/2025,P074,W10,17,49810
5/6/2025,P021,W05,16,45776
7/20/2025,P007,W03,11,2915
7/14/2025,P042,W01,20,86100
4/16/2025,P037,W10,17,7514
12/10/2025,P040,W03,4,20308
5/25/2025,P011,W06,12,59472
5/22/2025,P017,W08,8,30216
10/26/2025,P048,W06,1,362
6/30/2025,P094,W03,19,32376
8/31/2025,P008,W04,11,21318
3/31/2025,P025,W07,1,182
7/17/2025,P026,W05,18,82944
1/14/2025,P026,W05,9,8919
11/2/2025,P090,W08,9,2664
3/7/2025,P013,W02,19,127129
1/4/2025,P076,W04,15,18720
3/29/2025,P008,W10,5,33425
3/26/2025,P030,W07,8,53256
8/13/2025,P039,W05,12,18504
1/9/2025,P080,W02,4,11736
11/26/2025,P036,W08,3,13212
7/6/2025,P043,W06,17,114954
4/29/2025,P007,W09,8,28960
11/13/2025,P034,W04,2,9354
2/5/2025,P020,W04,8,13496
5/10/2025,P090,W03,13,42653
9/4/2025,P042,W01,8,40872
7/21/2025,P082,W07,6,6732
4/15/2025,P036,W03,16,19680
9/24/2025,P054,W08,9,29961
4/14/2025,P033,W05,10,42470
9/15/2025,P082,W04,6,6726
11/29/2025,P098,W07,11,43538
1/17/2025,P077,W05,3,11835
12/23/2025,P037,W10,14,64596
2/18/2025,P076,W06,16,19872
4/26/2025,P016,W02,17,19992
7/20/2025,P017,W08,10,38010
6/9/2025,P020,W01,13,10608
3/25/2025,P004,W04,14,51156
12/28/2025,P067,W07,5,20970
11/27/2025,P094,W04,10,6050
5/27/2025,P022,W01,6,5358
12/16/2025,P016,W10,14,33726
8/28/2025,P011,W02,13,42133
9/21/2025,P014,W06,11,63085
9/8/2025,P004,W07,10,58160
12/3/2025,P068,W07,15,14805
9/26/2025,P090,W07,19,76722
12/7/2025,P082,W10,3,2937
6/13/2025,P042,W03,13,85878
12/21/2025,P049,W03,5,20875
4/29/2025,P092,W09,13,68757
6/24/2025,P025,W05,3,10974
7/24/2025,P083,W05,15,66855
3/14/2025,P057,W01,11,51084
7/27/2025,P034,W08,10,3680
10/24/2025,P072,W06,14,62706
3/11/2025,P084,W05,5,18405
6/21/2025,P058,W05,3,570
9/3/2025,P099,W01,11,45364
3/22/2025,P099,W03,17,110908
3/26/2025,P044,W02,9,48024
8/25/2025,P100,W05,4,21748
4/14/2025,P050,W09,9,8379
10/18/2025,P011,W03,2,7616
9/24/2025,P003,W01,19,101004
5/24/2025,P048,W05,7,33761
4/7/2025,P035,W09,4,12756
6/26/2025,P069,W07,13,45318
8/1/2025,P039,W10,12,59220
3/23/2025,P055,W06,20,122540
2/10/2025,P020,W10,2,9982
8/20/2025,P039,W09,9,34875
6/9/2025,P024,W07,3,1659
5/23/2025,P046,W06,5,28305
12/30/2025,P030,W07,16,62704
4/10/2025,P023,W07,14,11536
10/30/2025,P081,W06,8,39896
11/16/2025,P030,W05,16,7808
11/22/2025,P016,W01,1,991
7/4/2025,P009,W02,7,48804
12/19/2025,P069,W05,13,54470
8/22/2025,P004,W03,18,112680
12/4/2025,P001,W01,8,28480
4/7/2025,P092,W01,9,38286
7/18/2025,P072,W07,14,12908
3/29/2025,P047,W06,8,41640
8/30/2025,P077,W03,20,71500
3/5/2025,P032,W06,16,98992
12/26/2025,P088,W02,1,528
9/20/2025,P070,W08,12,74940
11/16/2025,P089,W03,13,26715
12/5/2025,P031,W10,8,21872
7/8/2025,P090,W10,5,20465
6/2/2025,P022,W10,12,80340
1/8/2025,P095,W10,14,63854
3/10/2025,P098,W06,4,9580
9/22/2025,P050,W09,6,30702
2/24/2025,P053,W04,15,45765
8/27/2025,P084,W09,16,107904
1/7/2025,P050,W06,8,27768
11/27/2025,P035,W09,1,2680
3/29/2025,P055,W04,1,2885
3/9/2025,P079,W05,12,76488
6/5/2025,P062,W06,3,5103
1/11/2025,P046,W05,16,74208
6/19/2025,P014,W10,15,69870
7/10/2025,P021,W03,19,83429
5/22/2025,P036,W07,18,103734
4/12/2025,P097,W03,13,80041
9/6/2025,P070,W04,18,85536
9/17/2025,P049,W02,17,96458
6/30/2025,P096,W09,18,95490
3/30/2025,P012,W07,5,14480
7/5/2025,P026,W09,2,11326
4/13/2025,P094,W09,6,28560
2/20/2025,P063,W10,12,82656
1/15/2025,P096,W08,18,20142
7/14/2025,P045,W05,7,37387
9/12/2025,P065,W07,10,12410
9/19/2025,P055,W05,3,11847
11/26/2025,P074,W03,17,44761
4/20/2025,P008,W02,1,2605
8/27/2025,P082,W05,6,28854
7/5/2025,P030,W01,14,29358
12/17/2025,P091,W04,14,24066
7/18/2025,P022,W09,20,124840
1/2/2025,P029,W10,18,92016
2/1/2025,P076,W06,4,5448
8/29/2025,P013,W04,7,27552
12/1/2025,P068,W04,15,52500
5/5/2025,P084,W04,15,33255
8/13/2025,P040,W09,5,23770
4/14/2025,P003,W03,4,956
2/15/2025,P049,W07,6,18708
9/30/2025,P006,W05,16,57440
2/16/2025,P100,W04,5,17820
11/24/2025,P059,W06,3,10572
12/17/2025,P071,W02,13,16042
2/16/2025,P038,W09,18,85284
3/26/2025,P001,W06,11,65472
3/9/2025,P057,W02,10,52050
12/14/2025,P030,W04,14,52962
2/15/2025,P081,W09,13,71669
1/24/2025,P066,W05,4,668
4/6/2025,P035,W03,1,3048
2/6/2025,P049,W08,6,8820
10/27/2025,P067,W09,6,40332
9/10/2025,P068,W01,15,75600
1/12/2025,P021,W07,5,22395
8/17/2025,P061,W10,6,924
10/2/2025,P029,W02,8,24856
6/15/2025,P014,W01,3,1626
10/8/2025,P049,W02,16,89888
11/9/2025,P027,W05,19,45676
8/16/2025,P015,W08,10,63850
8/24/2025,P019,W03,7,13384
10/30/2025,P027,W03,4,25476
4/23/2025,P093,W08,6,10074
11/1/2025,P040,W09,4,13880
7/19/2025,P031,W02,6,11412
4/28/2025,P086,W01,7,7161
1/25/2025,P007,W02,17,20298
5/22/2025,P062,W01,13,52221
1/20/2025,P095,W08,15,101865
7/15/2025,P081,W07,3,4425
10/12/2025,P005,W02,17,108188
9/7/2025,P035,W01,9,45495
5/27/2025,P034,W02,19,37278
8/6/2025,P062,W08,14,2436
3/11/2025,P087,W10,16,101328
12/6/2025,P048,W07,13,43615
7/18/2025,P075,W03,1,2588
2/14/2025,P078,W03,14,57820
5/17/2025,P071,W08,3,13803
11/17/2025,P011,W08,2,2858
3/6/2025,P025,W02,6,1782
8/21/2025,P099,W07,15,46470
11/2/2025,P073,W09,18,90900
9/18/2025,P081,W05,1,6032
6/21/2025,P028,W08,6,28758
4/22/2025,P007,W02,9,19350
8/22/2025,P090,W03,20,56520
1/5/2025,P039,W06,4,22080
6/27/2025,P067,W05,13,15457
7/20/2025,P087,W06,4,1744
3/20/2025,P007,W05,7,43617
11/1/2025,P084,W09,5,21965
7/19/2025,P081,W07,7,8554
11/4/2025,P035,W06,5,27700
10/30/2025,P090,W05,13,61048
7/11/2025,P016,W03,11,18799
1/2/2025,P006,W08,18,39258
3/25/2025,P094,W08,2,4048
12/22/2025,P098,W01,19,79705
7/28/2025,P029,W03,15,63000
4/8/2025,P043,W03,20,116560
8/10/2025,P048,W08,5,34600
10/12/2025,P042,W04,1,1534
5/19/2025,P030,W09,6,38478
9/15/2025,P075,W05,6,3324
1/24/2025,P027,W01,5,17230
9/19/2025,P087,W04,11,4851
5/5/2025,P040,W05,11,34221
12/11/2025,P005,W07,19,111207
4/27/2025,P071,W04,6,12192
6/19/2025,P032,W02,4,15880
11/11/2025,P058,W06,9,57249
9/16/2025,P015,W03,20,102040
10/13/2025,P007,W08,8,2264
9/11/2025,P045,W04,12,18936
10/11/2025,P069,W03,6,33414
9/24/2025,P001,W08,8,40376
12/30/2025,P052,W07,19,65037
6/10/2025,P098,W01,7,1841
3/16/2025,P019,W03,12,46584
8/27/2025,P082,W07,7,13286
10/20/2025,P046,W06,16,14560
3/1/2025,P085,W04,13,63076
2/17/2025,P011,W06,12,11640
11/9/2025,P084,W05,19,126806
10/16/2025,P003,W04,11,3058
12/5/2025,P018,W08,15,76470
3/15/2025,P006,W01,20,56280
5/12/2025,P056,W04,16,18752
5/3/2025,P061,W07,15,28500
5/22/2025,P073,W03,5,7485
11/6/2025,P013,W01,6,26586
4/7/2025,P058,W09,20,15020
9/16/2025,P026,W01,19,104291
1/17/2025,P005,W08,3,6258
4/15/2025,P084,W09,18,70596
8/1/2025,P035,W09,20,56420
2/4/2025,P073,W04,10,29620
12/4/2025,P072,W01,17,25177
9/27/2025,P010,W10,12,46752
5/31/2025,P096,W04,12,10944
3/3/2025,P086,W08,12,47004
6/17/2025,P047,W03,4,6520
10/6/2025,P069,W01,13,28197
6/28/2025,P044,W05,6,16776
6/18/2025,P032,W08,16,50368
10/3/2025,P097,W09,2,12386
4/25/2025,P082,W01,11,54329
12/20/2025,P090,W09,20,32060
12/8/2025,P098,W03,6,7038
10/23/2025,P079,W02,13,15444
9/19/2025,P028,W08,4,22076
8/17/2025,P075,W06,11,56738
10/2/2025,P052,W10,7,21091
12/3/2025,P076,W10,19,41553
11/2/2025,P023,W01,14,74704
6/24/2025,P058,W01,13,88673
5/18/2025,P027,W06,18,73242
5/18/2025,P079,W06,20,79800
7/9/2025,P008,W10,17,63053
3/1/2025,P043,W07,7,14875
8/7/2025,P047,W02,20,25140
3/13/2025,P069,W07,3,9390
4/24/2025,P077,W07,1,1405
2/15/2025,P069,W03,8,18240
5/12/2025,P040,W05,15,70245
9/5/2025,P079,W01,15,53760
5/1/2025,P065,W04,11,18073
3/27/2025,P097,W02,1,900
12/18/2025,P048,W07,16,22560
7/10/2025,P019,W08,13,12428
11/7/2025,P071,W04,3,2019
1/23/2025,P016,W06,6,22104
12/4/2025,P019,W07,12,45492
4/11/2025,P052,W02,12,1836
10/3/2025,P094,W09,19,61123
10/2/2025,P049,W06,17,84762
4/15/2025,P010,W02,2,11594
2/12/2025,P022,W02,16,24656
1/5/2025,P079,W07,1,799
10/6/2025,P099,W03,13,49699
11/20/2025,P022,W03,12,50820
3/21/2025,P063,W05,1,3594
12/8/2025,P094,W08,16,34752
6/7/2025,P080,W04,19,22705
3/14/2025,P009,W02,19,108585
12/31/2025,P054,W07,13,42432
10/24/2025,P032,W04,13,7696
10/25/2025,P072,W04,11,70081
10/27/2025,P009,W03,19,58748
1/16/2025,P095,W09,17,57817
1/9/2025,P093,W03,5,31945
1/28/2025,P060,W09,12,65808
1/24/2025,P038,W10,1,3531
2/21/2025,P057,W09,17,19754
11/29/2025,P028,W04,19,21052
7/3/2025,P058,W03,15,82875
7/31/2025,P030,W06,12,38772
6/14/2025,P017,W09,10,10960
8/16/2025,P076,W06,9,48249
3/18/2025,P067,W06,20,102220
10/22/2025,P096,W02,7,46578
11/29/2025,P056,W04,2,9846
3/4/2025,P065,W06,19,10621
11/7/2025,P045,W05,5,3525
3/25/2025,P086,W03,17,67405
9/11/2025,P098,W09,16,103760
4/15/2025,P043,W07,7,17451
2/26/2025,P072,W08,5,3900
7/12/2025,P056,W06,10,12810
10/10/2025,P010,W06,5,8420
4/14/2025,P056,W02,19,10735
1/26/2025,P094,W01,4,5388
5/1/2025,P026,W09,2,2036
9/20/2025,P059,W07,2,2494
9/14/2025,P006,W07,12,58176
2/10/2025,P044,W04,16,97040
5/21/2025,P013,W05,14,24430
12/11/2025,P032,W02,6,25056
7/17/2025,P052,W01,12,51972
9/19/2025,P050,W02,5,28660
9/24/2025,P073,W05,1,6095
8/24/2025,P084,W09,16,32192
12/7/2025,P023,W10,3,2691
7/27/2025,P027,W04,5,31010
9/22/2025,P019,W01,6,9858
7/31/2025,P045,W08,13,41561
6/20/2025,P029,W06,14,2590
10/11/2025,P085,W10,20,47560
11/9/2025,P070,W06,12,72036
2/12/2025,P064,W02,4,11136
6/30/2025,P065,W06,7,5439
3/23/2025,P018,W09,2,580
4/3/2025,P028,W04,11,28688
11/24/2025,P035,W10,8,23568
8/2/2025,P041,W04,20,58180
4/18/2025,P002,W08,8,26904
6/15/2025,P007,W09,2,5764
2/24/2025,P034,W02,14,42966
3/10/2025,P078,W07,8,13848
10/14/2025,P089,W02,5,31310
9/14/2025,P060,W02,1,2948
7/30/2025,P030,W05,6,39372
4/27/2025,P039,W06,5,8085
7/29/2025,P071,W04,14,81886
4/30/2025,P025,W06,8,21096
3/11/2025,P060,W04,10,9170
7/27/2025,P063,W01,2,3044
8/3/2025,P019,W07,19,73549
3/12/2025,P069,W08,17,40715
9/9/2025,P047,W06,14,9478
5/13/2025,P073,W07,5,33360
12/22/2025,P039,W01,8,44864
1/19/2025,P091,W10,5,19240
6/2/2025,P059,W01,15,34545
11/22/2025,P077,W05,15,22380
2/2/2025,P083,W03,20,48380
4/20/2025,P044,W07,1,4166
6/23/2025,P054,W04,1,5638
1/21/2025,P021,W05,18,44226
12/24/2025,P053,W08,11,14091
9/16/2025,P086,W01,17,109038
11/22/2025,P063,W05,16,99408
6/12/2025,P033,W01,8,55872
12/8/2025,P076,W10,9,62406
1/26/2025,P026,W04,2,2682
6/21/2025,P019,W03,2,5330
3/16/2025,P091,W07,13,60463
8/17/2025,P040,W10,17,50881
9/23/2025,P097,W01,11,13112
2/6/2025,P050,W05,7,16569
5/23/2025,P089,W07,17,85884
3/28/2025,P038,W06,2,7708
9/22/2025,P036,W01,8,46072
10/4/2025,P043,W03,10,29230
2/28/2025,P088,W10,15,54750
4/3/2025,P082,W03,1,3276
8/2/2025,P020,W03,2,1054
3/1/2025,P019,W10,6,15606
11/6/2025,P018,W06,5,13170
3/1/2025,P034,W08,12,7608
3/22/2025,P086,W03,13,72020
8/18/2025,P023,W10,9,20943
3/20/2025,P013,W09,10,47650
10/24/2025,P033,W06,4,10148
7/9/2025,P064,W06,2,12368
9/17/2025,P100,W05,18,43920
4/23/2025,P040,W06,11,31592
3/17/2025,P056,W01,19,46341
7/12/2025,P074,W06,13,33826
9/15/2025,P082,W10,16,34864
7/11/2025,P021,W02,6,13170
4/22/2025,P064,W09,1,1225
4/15/2025,P013,W02,19,40698
12/22/2025,P021,W10,1,3767
1/8/2025,P088,W07,11,52866
11/4/2025,P032,W05,1,3269
11/13/2025,P097,W05,12,35100
8/7/2025,P044,W09,19,21888
3/19/2025,P046,W09,7,39648
5/1/2025,P056,W05,17,88111
5/31/2025,P013,W05,9,27396
6/10/2025,P063,W05,15,68670
2/17/2025,P002,W06,6,13074
6/6/2025,P022,W03,2,7792
11/29/2025,P082,W10,19,23332
2/5/2025,P043,W05,3,2235
10/20/2025,P057,W02,4,21004
3/28/2025,P083,W10,15,38535
10/3/2025,P058,W09,15,74625
11/18/2025,P081,W10,17,70856
2/11/2025,P070,W09,1,487
2/2/2025,P041,W07,1,4161
7/18/2025,P065,W05,8,26976
4/20/2025,P095,W09,10,51250
10/12/2025,P099,W10,12,65736
2/28/2025,P034,W10,17,42602
6/9/2025,P021,W04,4,9908
12/6/2025,P021,W10,3,19968
10/13/2025,P083,W04,20,37940
2/10/2025,P017,W06,10,39770
8/9/2025,P069,W01,1,3940
6/4/2025,P041,W04,15,12285
1/10/2025,P026,W02,18,110070
6/13/2025,P005,W04,2,11000
7/25/2025,P042,W05,5,18880
10/22/2025,P006,W09,4,15660
6/7/2025,P062,W03,9,11637
7/20/2025,P057,W05,1,2559
10/10/2025,P058,W02,1,1919
1/23/2025,P050,W08,14,47292
7/24/2025,P099,W06,4,17476
6/14/2025,P043,W10,20,53300
1/12/2025,P031,W07,16,66016
11/12/2025,P091,W01,6,8628
1/22/2025,P074,W01,20,61960
5/9/2025,P051,W04,10,36890
8/26/2025,P004,W02,20,10640
2/13/2025,P098,W04,5,27455
12/23/2025,P026,W02,14,45052
8/1/2025,P012,W04,3,11514
4/21/2025,P092,W04,17,26418
9/5/2025,P009,W02,3,11418
8/12/2025,P073,W01,13,37427
6/11/2025,P032,W10,15,46020
1/28/2025,P016,W03,12,83244
5/25/2025,P018,W06,20,54500
8/25/2025,P031,W10,18,108954
1/23/2025,P085,W10,19,54454
11/5/2025,P007,W03,19,62890
3/5/2025,P051,W03,15,31440
12/10/2025,P082,W03,17,56712
11/7/2025,P067,W08,16,101760
6/10/2025,P047,W07,4,4256
12/13/2025,P042,W01,6,37818
2/17/2025,P030,W08,18,28782
11/2/2025,P036,W03,9,20097
8/26/2025,P046,W03,11,26884
12/6/2025,P008,W01,7,25438
7/11/2025,P060,W07,17,110466
12/9/2025,P055,W01,18,101124
9/21/2025,P011,W06,19,54872
12/2/2025,P062,W09,3,12009
12/26/2025,P056,W07,16,66432
9/28/2025,P012,W06,9,23184
6/7/2025,P050,W07,18,73818
4/20/2025,P088,W01,14,6748
9/12/2025,P078,W08,4,24892
6/23/2025,P091,W01,15,77820
11/18/2025,P096,W01,11,16478
4/6/2025,P001,W01,12,79632
8/10/2025,P081,W10,19,37164
1/10/2025,P062,W06,13,9971
9/15/2025,P069,W04,9,40626
3/28/2025,P034,W08,10,7250
8/29/2025,P063,W06,14,86716
4/15/2025,P058,W10,3,7071
6/2/2025,P072,W03,19,38551
12/3/2025,P055,W02,15,40140
4/13/2025,P086,W05,19,122113
5/21/2025,P045,W06,1,4523
10/22/2025,P094,W06,10,19400
9/3/2025,P080,W03,16,8752
5/10/2025,P033,W03,1,813
7/5/2025,P021,W07,12,20508
7/23/2025,P025,W05,4,17184
10/27/2025,P076,W08,12,58992
8/25/2025,P058,W04,11,4664
12/4/2025,P081,W05,5,10780
10/2/2025,P013,W06,6,15576
1/31/2025,P037,W04,4,3872
7/17/2025,P090,W07,2,6072
12/16/2025,P100,W05,16,91104
1/4/2025,P053,W08,1,2496
12/27/2025,P088,W10,2,5912
1/3/2025,P032,W02,12,16176
1/31/2025,P056,W02,3,7626
7/20/2025,P041,W10,15,64680
11/25/2025,P055,W02,4,26472
6/27/2025,P094,W05,19,80845
2/11/2025,P037,W05,11,66176
7/22/2025,P028,W02,19,54188
8/2/2025,P006,W09,16,99296
7/26/2025,P059,W08,7,6300
4/8/2025,P053,W07,5,22550
12/11/2025,P030,W03,5,22040
8/16/2025,P039,W01,18,7074
5/15/2025,P049,W07,17,12189
8/4/2025,P049,W04,13,76557
12/4/2025,P065,W10,20,133020
10/27/2025,P015,W07,16,98064
12/8/2025,P011,W07,8,26752
9/24/2025,P029,W09,19,56734
1/20/2025,P074,W08,12,49500
3/7/2025,P054,W05,1,797
3/6/2025,P097,W07,20,76160
6/19/2025,P014,W04,6,39402
8/13/2025,P052,W10,4,27940
1/22/2025,P089,W01,13,22074
4/24/2025,P077,W02,20,42160
7/12/2025,P045,W06,14,44870
4/22/2025,P014,W06,17,75565
9/19/2025,P061,W06,9,55503
4/12/2025,P050,W03,19,5510
12/5/2025,P043,W06,7,35091
